"condition","round_id","num_agents","total_contribution","average_contribution","std_contribution","average_payoff","std_payoff","average_prediction_error","num_predictions"
"baseline","13","30","150","5","2.9595","13.0","2.9595","","0"
"baseline","14","30","147","4.9","2.6955","12.94","2.6955","","0"
"baseline","15","30","157","5.2333","3.1588","13.14","3.1588","","0"
"baseline","16","30","136","4.5333","2.2397","12.72","2.2397","","0"
"baseline","17","30","147","4.9","3.3046","12.94","3.3046","","0"
"baseline","18","30","131","4.3667","2.6972","12.62","2.6972","","0"
"baseline","19","30","125","4.1667","2.7554","12.5","2.7554","","0"
"baseline","20","30","156","5.2","2.7965","13.12","2.7965","","0"
"baseline","21","30","131","4.3667","2.6193","12.62","2.6193","","0"
"baseline","22","30","139","4.6333","2.6325","12.78","2.6325","","0"
"baseline","23","30","132","4.4","2.5134","12.64","2.5134","","0"
"baseline","24","30","141","4.7","3.053","12.82","3.053","","0"
"baseline","25","30","140","4.6667","2.8808","12.8","2.8808","","0"
"baseline","26","30","157","5.2333","2.7877","13.14","2.7877","","0"
"baseline","27","30","148","4.9333","3.005","12.96","3.005","","0"
"baseline","28","30","144","4.8","3.0218","12.88","3.0218","","0"
"baseline","29","30","149","4.9667","2.8706","12.98","2.8706","","0"
"baseline","30","30","135","4.5","3.5111","12.7","3.5111","","0"
"baseline","31","30","133","4.4333","2.5146","12.66","2.5146","","0"
"baseline","32","30","144","4.8","3.1666","12.88","3.1666","","0"
"baseline","33","30","141","4.7","3.0075","12.82","3.0075","","0"
"baseline","34","30","150","5","2.9243","13.0","2.9243","","0"
"baseline","35","30","132","4.4","2.4155","12.64","2.4155","","0"
"baseline","36","30","142","4.7333","2.7156","12.84","2.7156","","0"
"baseline","37","30","151","5.0333","2.8343","13.02","2.8343","","0"
"baseline","38","30","150","5","2.6523","13.0","2.6523","","0"
"baseline","39","30","148","4.9333","2.9587","12.96","2.9587","","0"
"baseline","40","30","143","4.7667","3.0364","12.86","3.0364","","0"
"baseline","41","30","148","4.9333","3.0731","12.96","3.0731","","0"
"baseline","42","30","145","4.8333","3.0067","12.9","3.0067","","0"
"baseline","43","30","144","4.8","3.1006","12.88","3.1006","","0"
"baseline","44","30","151","5.0333","2.7976","13.02","2.7976","","0"
"baseline","45","30","138","4.6","2.7867","12.76","2.7867","","0"
"baseline","46","30","141","4.7","2.8058","12.82","2.8058","","0"
"baseline","47","30","145","4.8333","3.1523","12.9","3.1523","","0"
"baseline","48","30","137","4.5667","2.5688","12.74","2.5688","","0"
"baseline","49","30","145","4.8333","3.2386","12.9","3.2386","","0"
"baseline","50","30","150","5","3.1184","13.0","3.1184","","0"
"baseline","51","30","139","4.6333","3.2108","12.78","3.2108","","0"
"baseline","52","30","145","4.8333","2.9605","12.9","2.9605","","0"
"baseline","53","30","156","5.2","2.8816","13.12","2.8816","","0"
"baseline","54","30","136","4.5333","3.1484","12.72","3.1484","","0"
"baseline","55","30","150","5","3.0057","13.0","3.0057","","0"
"baseline","56","30","139","4.6333","3.2429","12.78","3.2429","","0"
"baseline","57","30","139","4.6333","2.5255","12.78","2.5255","","0"
"baseline","58","30","138","4.6","3.1688","12.76","3.1688","","0"
"baseline","59","30","149","4.9667","2.7353","12.98","2.7353","","0"
"baseline","60","30","152","5.0667","2.8999","13.04","2.8999","","0"
"baseline","61","30","144","4.8","2.9408","12.88","2.9408","","0"
"baseline","62","30","160","5.3333","2.5909","13.2","2.5909","","0"
"baseline","63","30","149","4.9667","2.8465","12.98","2.8465","","0"
"baseline","64","30","146","4.8667","2.8374","12.92","2.8374","","0"
"baseline","65","30","141","4.7","2.8303","12.82","2.8303","","0"
"baseline","66","30","136","4.5333","2.5015","12.72","2.5015","","0"
"baseline","67","30","145","4.8333","2.8897","12.9","2.8897","","0"
"baseline","68","30","146","4.8667","2.8736","12.92","2.8736","","0"
"baseline","69","30","147","4.9","2.9519","12.94","2.9519","","0"
"baseline","70","30","139","4.6333","2.9998","12.78","2.9998","","0"
"baseline","71","30","156","5.2","2.8089","13.12","2.8089","","0"
"baseline","72","30","149","4.9667","2.7604","12.98","2.7604","","0"
"baseline","73","30","156","5.2","2.9758","13.12","2.9758","","0"
"baseline","74","30","140","4.6667","2.4259","12.8","2.4259","","0"
"baseline","75","30","143","4.7667","3.2872","12.86","3.2872","","0"
"baseline","76","30","156","5.2","2.8696","13.12","2.8696","","0"
"baseline","77","30","156","5.2","2.6182","13.12","2.6182","","0"
"baseline","78","30","146","4.8667","2.7883","12.92","2.7883","","0"
"baseline","79","30","158","5.2667","2.7535","13.16","2.7535","","0"
"baseline","80","30","148","4.9333","2.8519","12.96","2.8519","","0"
"baseline","81","30","151","5.0333","2.7353","13.02","2.7353","","0"
"baseline","82","30","143","4.7667","3.0477","12.86","3.0477","","0"
"baseline","83","30","156","5.2","2.5784","13.12","2.5784","","0"
"baseline","84","30","147","4.9","2.6307","12.94","2.6307","","0"
"baseline","85","30","152","5.0667","2.5855","13.04","2.5855","","0"
"baseline","86","30","147","4.9","2.9048","12.94","2.9048","","0"
"baseline","87","30","146","4.8667","2.8495","12.92","2.8495","","0"
"baseline","88","30","142","4.7333","2.7908","12.84","2.7908","","0"
"baseline","89","30","137","4.5667","2.7251","12.74","2.7251","","0"
"baseline","90","30","146","4.8667","2.9447","12.92","2.9447","","0"
"baseline","91","30","133","4.4333","2.5554","12.66","2.5554","","0"
"baseline","92","30","141","4.7","2.9143","12.82","2.9143","","0"
"baseline","93","30","140","4.6667","2.9866","12.8","2.9866","","0"
"baseline","94","30","131","4.3667","2.6715","12.62","2.6715","","0"
"baseline","95","30","140","4.6667","3.0551","12.8","3.0551","","0"
"baseline","96","30","152","5.0667","3.237","13.04","3.237","","0"
"baseline","97","30","145","4.8333","2.5473","12.9","2.5473","","0"
"baseline","98","30","151","5.0333","3.0454","13.02","3.0454","","0"
"baseline","99","30","148","4.9333","2.7535","12.96","2.7535","","0"
"baseline","100","30","149","4.9667","2.6972","12.98","2.6972","","0"
"baseline","101","30","129","4.3","2.8786","12.58","2.8786","","0"
"baseline","102","30","155","5.1667","3.2279","13.1","3.2279","","0"
"baseline","103","30","148","4.9333","3.005","12.96","3.005","","0"
"baseline","104","30","146","4.8667","2.9447","12.92","2.9447","","0"
"baseline","105","30","145","4.8333","2.9253","12.9","2.9253","","0"
"baseline","106","30","142","4.7333","2.7156","12.84","2.7156","","0"
"baseline","107","30","153","5.1","3.2521","13.06","3.2521","","0"
"baseline","108","30","154","5.1333","2.968","13.08","2.968","","0"
"baseline","109","30","145","4.8333","3.0859","12.9","3.0859","","0"
"baseline","110","30","139","4.6333","2.6972","12.78","2.6972","","0"
"baseline","111","30","138","4.6","2.8357","12.76","2.8357","","0"
"baseline","112","30","158","5.2667","2.864","13.16","2.864","","0"
"baseline","113","30","126","4.2","2.7842","12.52","2.7842","","0"
"baseline","114","30","153","5.1","2.9285","13.06","2.9285","","0"
"baseline","115","30","151","5.0333","2.9883","13.02","2.9883","","0"
"baseline","116","30","150","5","3.184","13.0","3.184","","0"
"baseline","117","30","158","5.2667","2.5042","13.16","2.5042","","0"
"baseline","118","30","141","4.7","3.1089","12.82","3.1089","","0"
"baseline","119","30","150","5","2.8768","13.0","2.8768","","0"
"baseline","120","30","141","4.7","2.8905","12.82","2.8905","","0"
"baseline","121","30","149","4.9667","3.2322","12.98","3.2322","","0"
"baseline","122","30","156","5.2","2.9758","13.12","2.9758","","0"
"baseline","123","30","149","4.9667","2.7353","12.98","2.7353","","0"
"baseline","124","30","135","4.5","2.8497","12.7","2.8497","","0"
"baseline","125","30","140","4.6667","2.9866","12.8","2.9866","","0"
"baseline","126","30","146","4.8667","2.9447","12.92","2.9447","","0"
"baseline","127","30","153","5.1","3.0098","13.06","3.0098","","0"
"baseline","128","30","165","5.5","2.8376","13.3","2.8376","","0"
"baseline","129","30","148","4.9333","2.5452","12.96","2.5452","","0"
"baseline","130","30","136","4.5333","3.1484","12.72","3.1484","","0"
"baseline","131","30","141","4.7","2.7436","12.82","2.7436","","0"
"baseline","132","30","147","4.9","3.2094","12.94","3.2094","","0"
"baseline","133","30","164","5.4667","2.8495","13.28","2.8495","","0"
"baseline","134","30","163","5.4333","3.059","13.26","3.059","","0"
"baseline","135","30","150","5","3.04","13.0","3.04","","0"
"baseline","136","30","153","5.1","2.6955","13.06","2.6955","","0"
"baseline","137","30","155","5.1667","2.5063","13.1","2.5063","","0"
"baseline","138","30","153","5.1","2.9752","13.06","2.9752","","0"
"baseline","139","30","126","4.2","2.538","12.52","2.538","","0"
"baseline","140","30","155","5.1667","2.7175","13.1","2.7175","","0"
"baseline","141","30","149","4.9667","2.6193","12.98","2.6193","","0"
"baseline","142","30","131","4.3667","2.8465","12.62","2.8465","","0"
"baseline","143","30","129","4.3","2.8786","12.58","2.8786","","0"
"baseline","144","30","142","4.7333","2.6121","12.84","2.6121","","0"
"baseline","145","30","148","4.9333","2.8031","12.96","2.8031","","0"
"baseline","146","30","152","5.0667","2.6121","13.04","2.6121","","0"
"baseline","147","30","153","5.1","2.9868","13.06","2.9868","","0"
"baseline","148","30","142","4.7333","2.6773","12.84","2.6773","","0"
"baseline","149","30","141","4.7","3.0189","12.82","3.0189","","0"
"baseline","150","30","150","5","2.8406","13.0","2.8406","","0"
"baseline","151","30","146","4.8667","2.7131","12.92","2.7131","","0"
"baseline","152","30","140","4.6667","2.808","12.8","2.808","","0"
"baseline","153","30","163","5.4333","2.8246","13.26","2.8246","","0"
"baseline","154","30","156","5.2","2.8816","13.12","2.8816","","0"
"baseline","155","30","155","5.1667","3.0635","13.1","3.0635","","0"
"baseline","156","30","155","5.1667","2.7048","13.1","2.7048","","0"
"baseline","157","30","154","5.1333","2.9447","13.08","2.9447","","0"
"baseline","158","30","143","4.7667","2.8246","12.86","2.8246","","0"
"baseline","159","30","135","4.5","2.8254","12.7","2.8254","","0"
"baseline","160","30","137","4.5667","2.7503","12.74","2.7503","","0"
"baseline","161","30","161","5.3667","2.9064","13.22","2.9064","","0"
"baseline","162","30","154","5.1333","2.9094","13.08","2.9094","","0"
"baseline","163","30","136","4.5333","2.7004","12.72","2.7004","","0"
"baseline","164","30","137","4.5667","2.9324","12.74","2.9324","","0"
"baseline","165","30","141","4.7","2.8786","12.82","2.8786","","0"
"baseline","166","30","140","4.6667","2.4542","12.8","2.4542","","0"
"baseline","167","30","154","5.1333","2.6357","13.08","2.6357","","0"
"baseline","168","30","139","4.6333","2.8945","12.78","2.8945","","0"
"baseline","169","30","151","5.0333","2.6585","13.02","2.6585","","0"
"baseline","170","30","142","4.7333","2.3771","12.84","2.3771","","0"
"baseline","171","30","149","4.9667","2.4422","12.98","2.4422","","0"
"baseline","172","30","136","4.5333","2.8975","12.72","2.8975","","0"
"baseline","173","30","143","4.7667","2.7378","12.86","2.7378","","0"
"baseline","174","30","146","4.8667","2.5829","12.92","2.5829","","0"
"baseline","175","30","141","4.7","2.818","12.82","2.818","","0"
"baseline","176","30","138","4.6","3.1028","12.76","3.1028","","0"
"baseline","177","30","151","5.0333","3.1237","13.02","3.1237","","0"
"baseline","178","30","157","5.2333","2.979","13.14","2.979","","0"
"baseline","179","30","137","4.5667","2.979","12.74","2.979","","0"
"baseline","180","30","155","5.1667","3.0635","13.1","3.0635","","0"
"baseline","181","30","134","4.4667","3.0027","12.68","3.0027","","0"
"baseline","182","30","130","4.3333","2.6824","12.6","2.6824","","0"
"baseline","183","30","150","5","2.9942","13.0","2.9942","","0"
"baseline","184","30","137","4.5667","2.9674","12.74","2.9674","","0"
"baseline","185","30","153","5.1","3.0439","13.06","3.0439","","0"
"baseline","186","30","163","5.4333","3.025","13.26","3.025","","0"
"baseline","187","30","141","4.7","3.131","12.82","3.131","","0"
"baseline","188","30","155","5.1667","2.9952","13.1","2.9952","","0"
"baseline","189","30","147","4.9","2.4824","12.94","2.4824","","0"
"baseline","190","30","147","4.9","2.7712","12.94","2.7712","","0"
"baseline","191","30","135","4.5","2.7512","12.7","2.7512","","0"
"baseline","192","30","136","4.5333","2.3742","12.72","2.3742","","0"
"baseline","193","30","148","4.9333","2.8154","12.96","2.8154","","0"
"baseline","194","30","155","5.1667","2.9605","13.1","2.9605","","0"
"baseline","195","30","159","5.3","2.996","13.18","2.996","","0"
"baseline","196","30","153","5.1","2.9285","13.06","2.9285","","0"
"baseline","197","30","149","4.9667","2.7099","12.98","2.7099","","0"
"baseline","198","30","142","4.7333","3.2156","12.84","3.2156","","0"
"baseline","199","30","144","4.8","3.0558","12.88","3.0558","","0"
"baseline","200","30","157","5.2333","2.8489","13.14","2.8489","","0"
"belief_mixed","1","30","158","5.2667","2.6121","13.16","2.6121","1.9655","348"
"belief_mixed","2","30","134","4.4667","2.1453","12.68","2.1453","1.2644","348"
"belief_mixed","3","30","116","3.8667","1.4559","12.32","1.4559","1.4195","348"
"belief_mixed","4","30","109","3.6333","1.5196","12.18","1.5196","1.1969","348"
"belief_mixed","5","30","112","3.7333","1.596","12.24","1.596","0.6731","348"
"belief_mixed","6","30","109","3.6333","1.4967","12.18","1.4967","0.8264","348"
"belief_mixed","7","30","112","3.7333","1.3113","12.24","1.3113","0.8358","348"
"belief_mixed","8","30","107","3.5667","1.4547","12.14","1.4547","0.617","348"
"belief_mixed","9","30","87","2.9","1.4937","11.74","1.4937","1.288","348"
"belief_mixed","10","30","91","3.0333","1.4499","11.82","1.4499","1.1247","348"
"belief_mixed","11","30","84","2.8","1.3493","11.68","1.3493","0.975","348"
"belief_mixed","12","30","85","2.8333","1.3667","11.7","1.3667","0.8992","348"
"belief_mixed","13","30","87","2.9","1.3481","11.74","1.3481","0.7571","348"
"belief_mixed","14","30","78","2.6","1.4044","11.56","1.4044","0.838","348"
"belief_mixed","15","30","88","2.9333","1.2015","11.76","1.2015","0.813","348"
"belief_mixed","16","30","45","1.5","1.0422","10.9","1.0422","1.4398","348"
"belief_mixed","17","30","47","1.5667","0.8976","10.94","0.8976","1.3644","348"
"belief_mixed","18","30","51","1.7","0.7944","11.02","0.7944","1.0408","348"
"belief_mixed","19","30","48","1.6","0.6747","10.96","0.6747","0.8681","348"
"belief_mixed","20","30","53","1.7667","0.6789","11.06","0.6789","0.6447","348"
"belief_mixed","21","30","51","1.7","0.7944","11.02","0.7944","0.6894","348"
"belief_mixed","22","30","51","1.7","0.8769","11.02","0.8769","0.7011","348"
"belief_mixed","23","30","47","1.5667","0.7279","10.94","0.7279","0.5396","348"
"belief_mixed","24","30","59","1.9667","0.8087","11.18","0.8087","0.5513","348"
"belief_mixed","25","30","53","1.7667","0.7279","11.06","0.7279","0.4644","348"
"belief_mixed","26","30","46","1.5333","0.6288","10.92","0.6288","0.4826","348"
"belief_mixed","27","30","54","1.8","0.9613","11.08","0.9613","0.5589","348"
"belief_mixed","28","30","53","1.7667","0.6789","11.06","0.6789","0.4498","348"
"belief_mixed","29","30","51","1.7","0.6513","11.02","0.6513","0.5234","348"
"belief_mixed","30","30","54","1.8","0.6644","11.08","0.6644","0.4799","348"
"belief_mixed","31","30","49","1.6333","0.8087","10.98","0.8087","0.529","348"
"belief_mixed","32","30","55","1.8333","0.6477","11.1","0.6477","0.4014","348"
"belief_mixed","33","30","53","1.7667","0.7739","11.06","0.7739","0.4887","348"
"belief_mixed","34","30","55","1.8333","0.7466","11.1","0.7466","0.4815","348"
"belief_mixed","35","30","48","1.6","0.7701","10.96","0.7701","0.5823","348"
"belief_mixed","36","30","56","1.8667","0.6288","11.12","0.6288","0.393","348"
"belief_mixed","37","30","55","1.8333","0.7915","11.1","0.7915","0.4869","348"
"belief_mixed","38","30","52","1.7333","0.7849","11.04","0.7849","0.5408","348"
"belief_mixed","39","30","60","2","0.6433","11.2","0.6433","0.3526","348"
"belief_mixed","40","30","60","2","0.6948","11.2","0.6948","0.5227","348"
"belief_mixed","41","30","52","1.7333","0.7849","11.04","0.7849","0.5082","348"
"belief_mixed","42","30","51","1.7","0.7497","11.02","0.7497","0.5378","348"
"belief_mixed","43","30","54","1.8","0.7144","11.08","0.7144","0.4465","348"
"belief_mixed","44","30","50","1.6667","0.7112","11.0","0.7112","0.496","348"
"belief_mixed","45","30","52","1.7333","0.8277","11.04","0.8277","0.5029","348"
"belief_mixed","46","30","54","1.8","0.6644","11.08","0.6644","0.6095","348"
"belief_mixed","47","30","58","1.9333","0.7849","11.16","0.7849","0.5455","348"
"belief_mixed","48","30","54","1.8","0.6103","11.08","0.6103","0.4553","348"
"belief_mixed","49","30","56","1.8667","0.6814","11.12","0.6814","0.4851","348"
"belief_mixed","50","30","52","1.7333","0.9072","11.04","0.9072","0.4819","348"
"belief_mixed","51","30","56","1.8667","0.8193","11.12","0.8193","0.4763","348"
"belief_mixed","52","30","57","1.9","0.8449","11.14","0.8449","0.5213","348"
"belief_mixed","53","30","63","2.1","0.6618","11.26","0.6618","0.4743","348"
"belief_mixed","54","30","56","1.8667","0.7303","11.12","0.7303","0.5082","348"
"belief_mixed","55","30","53","1.7667","0.8172","11.06","0.8172","0.5604","348"
"belief_mixed","56","30","60","2","0.6433","11.2","0.6433","0.3498","348"
"belief_mixed","57","30","54","1.8","0.8867","11.08","0.8867","0.5872","348"
"belief_mixed","58","30","59","1.9667","0.6687","11.18","0.6687","0.4995","348"
"belief_mixed","59","30","52","1.7333","0.9803","11.04","0.9803","0.6408","348"
"belief_mixed","60","30","55","1.8333","0.7915","11.1","0.7915","0.4475","348"
"belief_mixed","61","30","53","1.7667","0.8172","11.06","0.8172","0.4648","348"
"belief_mixed","62","30","56","1.8667","0.9371","11.12","0.9371","0.5309","348"
"belief_mixed","63","30","46","1.5333","0.8604","10.92","0.8604","0.5345","348"
"belief_mixed","64","30","51","1.7","0.8769","11.02","0.8769","0.5692","348"
"belief_mixed","65","30","52","1.7333","0.7849","11.04","0.7849","0.5137","348"
"belief_mixed","66","30","52","1.7333","0.7397","11.04","0.7397","0.4791","348"
"belief_mixed","67","30","60","2","0.6948","11.2","0.6948","0.6036","348"
"belief_mixed","68","30","56","1.8667","0.8193","11.12","0.8193","0.6086","348"
"belief_mixed","69","30","61","2.0333","0.7649","11.22","0.7649","0.5951","348"
"belief_mixed","70","30","44","1.4667","0.8193","10.88","0.8193","0.6071","348"
"belief_mixed","71","30","51","1.7","0.9523","11.02","0.9523","0.8205","348"
"belief_mixed","72","30","54","1.8","0.8052","11.08","0.8052","0.6558","348"
"belief_mixed","73","30","51","1.7","0.7497","11.02","0.7497","0.4926","348"
"belief_mixed","74","30","46","1.5333","0.5713","10.92","0.5713","0.5509","348"
"belief_mixed","75","30","50","1.6667","0.8442","11.0","0.8442","0.5498","348"
"belief_mixed","76","30","57","1.9","0.8847","11.14","0.8847","0.5348","348"
"belief_mixed","77","30","55","1.8333","0.8339","11.1","0.8339","0.5468","348"
"belief_mixed","78","30","54","1.8","0.7611","11.08","0.7611","0.5219","348"
"belief_mixed","79","30","60","2","0.7428","11.2","0.7428","0.5909","348"
"belief_mixed","80","30","56","1.8667","0.6288","11.12","0.6288","0.4643","348"
"belief_mixed","81","30","51","1.7","0.7497","11.02","0.7497","0.5117","348"
"belief_mixed","82","30","54","1.8","0.7144","11.08","0.7144","0.4898","348"
"belief_mixed","83","30","60","2","0.7878","11.2","0.7878","0.6572","348"
"belief_mixed","84","30","52","1.7333","0.6397","11.04","0.6397","0.4783","348"
"belief_mixed","85","30","49","1.6333","0.7649","10.98","0.7649","0.4925","348"
"belief_mixed","86","30","52","1.7333","0.6915","11.04","0.6915","0.4713","348"
"belief_mixed","87","30","53","1.7667","0.8584","11.06","0.8584","0.5658","348"
"belief_mixed","88","30","49","1.6333","0.8899","10.98","0.8899","0.5774","348"
"belief_mixed","89","30","55","1.8333","0.8339","11.1","0.8339","0.6272","348"
"belief_mixed","90","30","62","2.0667","0.6915","11.24","0.6915","0.5967","348"
"belief_mixed","91","30","51","1.7","0.6513","11.02","0.6513","0.4703","348"
"belief_mixed","92","30","56","1.8667","0.7761","11.12","0.7761","0.4059","348"
"belief_mixed","93","30","53","1.7667","0.7739","11.06","0.7739","0.4723","348"
"belief_mixed","94","30","59","1.9667","0.7649","11.18","0.7649","0.4769","348"
"belief_mixed","95","30","54","1.8","0.8469","11.08","0.8469","0.5956","348"
"belief_mixed","96","30","53","1.7667","0.8584","11.06","0.8584","0.4471","348"
"belief_mixed","97","30","49","1.6333","0.7649","10.98","0.7649","0.4485","348"
"belief_mixed","98","30","56","1.8667","0.7761","11.12","0.7761","0.4933","348"
"belief_mixed","99","30","55","1.8333","0.7466","11.1","0.7466","0.4568","348"
"belief_mixed","100","30","51","1.7","0.6513","11.02","0.6513","0.5437","348"
"belief_mixed","101","30","52","1.7333","0.9072","11.04","0.9072","0.5568","348"
"belief_mixed","102","30","57","1.9","0.7589","11.14","0.7589","0.4647","348"
"belief_mixed","103","30","55","1.8333","0.7466","11.1","0.7466","0.469","348"
"belief_mixed","104","30","58","1.9333","0.7397","11.16","0.7397","0.5262","348"
"belief_mixed","105","30","57","1.9","0.803","11.14","0.803","0.5749","348"
"belief_mixed","106","30","50","1.6667","0.7112","11.0","0.7112","0.6016","348"
"belief_mixed","107","30","56","1.8667","0.8996","11.12","0.8996","0.5635","348"
"belief_mixed","108","30","60","2","0.6948","11.2","0.6948","0.4451","348"
"belief_mixed","109","30","54","1.8","0.7611","11.08","0.7611","0.4543","348"
"belief_mixed","110","30","49","1.6333","0.8087","10.98","0.8087","0.5142","348"
"belief_mixed","111","30","54","1.8","0.6644","11.08","0.6644","0.5229","348"
"belief_mixed","112","30","58","1.9333","0.7397","11.16","0.7397","0.5098","348"
"belief_mixed","113","30","57","1.9","0.712","11.14","0.712","0.5891","348"
"belief_mixed","114","30","49","1.6333","0.8087","10.98","0.8087","0.5029","348"
"belief_mixed","115","30","54","1.8","0.7611","11.08","0.7611","0.5336","348"
"belief_mixed","116","30","61","2.0333","0.7649","11.22","0.7649","0.4234","348"
"belief_mixed","117","30","49","1.6333","0.8087","10.98","0.8087","0.4965","348"
"belief_mixed","118","30","57","1.9","0.712","11.14","0.712","0.514","348"
"belief_mixed","119","30","53","1.7667","0.8584","11.06","0.8584","0.6188","348"
"belief_mixed","120","30","49","1.6333","0.7184","10.98","0.7184","0.5116","348"
"belief_mixed","121","30","49","1.6333","0.7649","10.98","0.7649","0.5577","348"
"belief_mixed","122","30","54","1.8","0.9248","11.08","0.9248","0.5059","348"
"belief_mixed","123","30","55","1.8333","0.7466","11.1","0.7466","0.5732","348"
"belief_mixed","124","30","51","1.7","0.7944","11.02","0.7944","0.5184","348"
"belief_mixed","125","30","57","1.9","0.712","11.14","0.712","0.5257","348"
"belief_mixed","126","30","55","1.8333","0.6989","11.1","0.6989","0.4629","348"
"belief_mixed","127","30","52","1.7333","0.8277","11.04","0.8277","0.4816","348"
"belief_mixed","128","30","47","1.5667","0.7739","10.94","0.7739","0.5039","348"
"belief_mixed","129","30","54","1.8","0.7611","11.08","0.7611","0.6193","348"
"belief_mixed","130","30","52","1.7333","0.7397","11.04","0.7397","0.5408","348"
"belief_mixed","131","30","54","1.8","0.9248","11.08","0.9248","0.6217","348"
"belief_mixed","132","30","56","1.8667","0.9371","11.12","0.9371","0.6566","348"
"belief_mixed","133","30","53","1.7667","0.8584","11.06","0.8584","0.5116","348"
"belief_mixed","134","30","54","1.8","0.7611","11.08","0.7611","0.4989","348"
"belief_mixed","135","30","55","1.8333","0.7466","11.1","0.7466","0.5158","348"
"belief_mixed","136","30","57","1.9","0.7589","11.14","0.7589","0.6967","348"
"belief_mixed","137","30","51","1.7","0.8367","11.02","0.8367","0.5553","348"
"belief_mixed","138","30","58","1.9333","0.9072","11.16","0.9072","0.5721","348"
"belief_mixed","139","30","49","1.6333","0.8503","10.98","0.8503","0.5072","348"
"belief_mixed","140","30","56","1.8667","0.9371","11.12","0.9371","0.5677","348"
"belief_mixed","141","30","52","1.7333","0.5833","11.04","0.5833","0.3954","348"
"belief_mixed","142","30","55","1.8333","0.7466","11.1","0.7466","0.513","348"
"belief_mixed","143","30","51","1.7","0.8769","11.02","0.8769","0.5109","348"
"belief_mixed","144","30","50","1.6667","0.6609","11.0","0.6609","0.4618","348"
"belief_mixed","145","30","52","1.7333","0.8277","11.04","0.8277","0.4609","348"
"belief_mixed","146","30","56","1.8667","0.8996","11.12","0.8996","0.4859","348"
"belief_mixed","147","30","48","1.6","0.855","10.96","0.855","0.5311","348"
"belief_mixed","148","30","50","1.6667","0.6609","11.0","0.6609","0.4232","348"
"belief_mixed","149","30","50","1.6667","0.9589","11.0","0.9589","0.4785","348"
"belief_mixed","150","30","55","1.8333","0.9855","11.1","0.9855","0.528","348"
"belief_mixed","151","30","54","1.8","0.8469","11.08","0.8469","0.5856","348"
"belief_mixed","152","30","52","1.7333","0.6915","11.04","0.6915","0.576","348"
"belief_mixed","153","30","49","1.6333","0.7649","10.98","0.7649","0.4967","348"
"belief_mixed","154","30","53","1.7667","0.7279","11.06","0.7279","0.3959","348"
"belief_mixed","155","30","57","1.9","0.6618","11.14","0.6618","0.5184","348"
"belief_mixed","156","30","56","1.8667","0.7303","11.12","0.7303","0.4692","348"
"belief_mixed","157","30","53","1.7667","0.9353","11.06","0.9353","0.5307","348"
"belief_mixed","158","30","58","1.9333","0.5833","11.16","0.5833","0.4952","348"
"belief_mixed","159","30","58","1.9333","0.6397","11.16","0.6397","0.5524","348"
"belief_mixed","160","30","48","1.6","0.6747","10.96","0.6747","0.4127","348"
"belief_mixed","161","30","62","2.0667","0.5833","11.24","0.5833","0.4418","348"
"belief_mixed","162","30","54","1.8","0.6644","11.08","0.6644","0.433","348"
"belief_mixed","163","30","51","1.7","0.6513","11.02","0.6513","0.4673","348"
"belief_mixed","164","30","60","2","0.7428","11.2","0.7428","0.4529","348"
"belief_mixed","165","30","54","1.8","0.6644","11.08","0.6644","0.3804","348"
"belief_mixed","166","30","47","1.5667","0.7739","10.94","0.7739","0.5458","348"
"belief_mixed","167","30","49","1.6333","0.6687","10.98","0.6687","0.3399","348"
"belief_mixed","168","30","58","1.9333","0.6397","11.16","0.6397","0.5384","348"
"belief_mixed","169","30","52","1.7333","0.8683","11.04","0.8683","0.4836","348"
"belief_mixed","170","30","48","1.6","0.7701","10.96","0.7701","0.5344","348"
"belief_mixed","171","30","48","1.6","0.8137","10.96","0.8137","0.5257","348"
"belief_mixed","172","30","52","1.7333","0.6397","11.04","0.6397","0.5043","348"
"belief_mixed","173","30","52","1.7333","0.9803","11.04","0.9803","0.5891","348"
"belief_mixed","174","30","55","1.8333","0.8743","11.1","0.8743","0.4577","348"
"belief_mixed","175","30","49","1.6333","0.7184","10.98","0.7184","0.5942","348"
"belief_mixed","176","30","53","1.7667","0.8172","11.06","0.8172","0.5018","348"
"belief_mixed","177","30","56","1.8667","0.8193","11.12","0.8193","0.5958","348"
"belief_mixed","178","30","60","2","0.6433","11.2","0.6433","0.4729","348"
"belief_mixed","179","30","51","1.7","0.8367","11.02","0.8367","0.53","348"
"belief_mixed","180","30","55","1.8333","0.6477","11.1","0.6477","0.4724","348"
"belief_mixed","181","30","60","2","0.6948","11.2","0.6948","0.5178","348"
"belief_mixed","182","30","49","1.6333","0.6687","10.98","0.6687","0.5495","348"
"belief_mixed","183","30","62","2.0667","0.8277","11.24","0.8277","0.5405","348"
"belief_mixed","184","30","57","1.9","0.803","11.14","0.803","0.518","348"
"belief_mixed","185","30","50","1.6667","0.8023","11.0","0.8023","0.6017","348"
"belief_mixed","186","30","58","1.9333","0.7397","11.16","0.7397","0.5902","348"
"belief_mixed","187","30","58","1.9333","0.9072","11.16","0.9072","0.6215","348"
"belief_mixed","188","30","51","1.7","0.7497","11.02","0.7497","0.5849","348"
"belief_mixed","189","30","56","1.8667","0.6814","11.12","0.6814","0.4435","348"
"belief_mixed","190","30","62","2.0667","0.6397","11.24","0.6397","0.5473","348"
